pmid,sentence,structure_1,structure_2,relation,score,pubmed_url
PMC11048189,The lingual nerve is a branch of the trigeminal nerve arising from its mandibular division.,lingual nerve,trigeminal nerve,structural connectivity,0.9991708397865295,http://www.ncbi.nlm.nih.gov/pubmed/PMC11048189
PMC11050549,"The CT is derived from the fourth branchial arch and is innervated by the superior laryngeal nerve, a branch of the vagus (cranial nerve X).",superior laryngeal nerve,vagus,structural connectivity,0.9982540607452393,http://www.ncbi.nlm.nih.gov/pubmed/PMC11050549
PMC11075027,"A pterygopalatine ganglion is also a parasympathetic ganglion, and secretory fibers travel with the deep branches of the trigeminal nerves.",pterygopalatine ganglion,parasympathetic ganglion,anatomical connectivity,0.7664514780044556,http://www.ncbi.nlm.nih.gov/pubmed/PMC11075027
38485498,"In addition, the tympanic cavity contains the ossicular chain and facial nerve, along with its branches, closely mirroring the location and proximity of these structures in humans (Yi et al., 2014).",tympanic,facial nerve,anatomical connectivity,0.8594268560409546,http://www.ncbi.nlm.nih.gov/pubmed/38485498
38628609,"The midface’s skin and mucosa are supplied by maxillary nerve, which is the second division of trigeminal nerve and gives rise to infraorbital nerve.",maxillary nerve,second division of trigeminal nerve,structural connectivity,0.767539918422699,http://www.ncbi.nlm.nih.gov/pubmed/38628609
38617358,"We conducted an experiment simulating human thyroidectomy in NHPs, a surgery in which accidental injury of the recurrent laryngeal nerve (RLN), a branch of the vagus nerve that innervates all of the intrinsic muscles of the larynx except the cricothyroid muscles, is common.",recurrent laryngeal nerve,vagus nerve,structural connectivity,0.9984824657440186,http://www.ncbi.nlm.nih.gov/pubmed/38617358
38669336,"Some of these pathways, including preganglionic, sympathetic fibers in the splanchnic nerve that project to the celiac ganglion (6), may be involved in the effects of chronic VNS that we report.",splanchnic nerve,celiac ganglion,anatomical connectivity,0.9978457093238831,http://www.ncbi.nlm.nih.gov/pubmed/38669336
38676927,The splanchnic-celiac-superior mesenteric ganglion complex (SCSMG) receives neuronal inputs from the splanchnic nerves (preganglionic fibers) and mostly innervates the upper abdominal visceral organs through the postganglionic fibers arising from the SCSMG.,mesenteric ganglion,splanchnic nerves,anatomical connectivity,0.998702347278595,http://www.ncbi.nlm.nih.gov/pubmed/38676927
PMC11074658,"The motor fibers of the phrenic nerve innervate the phrenic muscle, which is the main driving force of human breathing.",phrenic nerve,phrenic,anatomical connectivity,0.9992535710334778,http://www.ncbi.nlm.nih.gov/pubmed/PMC11074658
PMC11074729,"In approximately 80% of the population, the inferior cervical ganglion fuses with the first thoracic ganglion to form the cervicothoracic ganglion, which is also known as the stellate ganglion (13).",inferior cervical ganglion,stellate ganglion,structural connectivity,0.7712664008140564,http://www.ncbi.nlm.nih.gov/pubmed/PMC11074729
